GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.error,Stacktrace.StackTrace.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.error,Stacktrace.StackTrace.Element,554,0,58,0,154,0,72,0,41,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.error,Errors.SerializedException.Builder,667,0,74,0,186,0,76,0,39,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.error,Stacktrace.StackTrace.Builder,586,0,68,0,163,0,70,0,36,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.error,Stacktrace.StackTrace,330,0,21,0,86,0,46,0,35,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.error,Errors.SerializedException.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.error,Errors.new Descriptors.FileDescriptor.InternalDescriptorAssigner() {...},39,0,0,0,7,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.error,Errors.ResultCode,484,2697,226,0,233,230,231,2,7,2
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.error,Errors.ResultCode.new Internal.EnumLiteMap() {...},3,3,0,0,1,1,1,1,1,1
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.error,Errors.SerializedException,547,0,58,0,147,0,71,0,40,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.error,Errors,72,0,0,0,8,0,3,0,3,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.error,Stacktrace.StackTrace.Element.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.error,Stacktrace.new Descriptors.FileDescriptor.InternalDescriptorAssigner() {...},58,0,0,0,11,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.error,Stacktrace.StackTrace.Element.Builder,622,0,58,0,184,0,67,0,38,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.error,Stacktrace,20,0,0,0,7,0,3,0,3,0
